pair_id,bin_id,student_id
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010030929
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010003355
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010003431
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010017962
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010018096
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010048176
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010019872
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010022398
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010022893
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010023040
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010010214
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010012197
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010012695
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010012748
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010012779
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010012791
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010013003
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010013424
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010042864
501502_bpcx501602_bpc.1,501502_bpcx501602_bpc.1__marks_40_49,2010028173
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010059735
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010060944
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010048560
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010066627
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010039326
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010055004
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010055098
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010012955
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010013549
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_20_29,2010013622
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010028732
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010015453
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010015662
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010045717
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010017143
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010034185
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010019918
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010020220
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010022612
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010010830
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010011311
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010055856
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_30_39,2010012843
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010000038
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010044124
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010003431
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010018096
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010019872
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010021740
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010007842
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010022398
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010024342
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010010983
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010012197
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010012695
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010012748
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010012779
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010012791
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010013003
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010013034
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010013424
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010042864
501502_bpcx501801_mpc.1,501502_bpcx501801_mpc.1__marks_40_49,2010028173
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010043342
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010059735
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010020368
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010035250
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010022521
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010039326
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010024950
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010055098
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010012732
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010012955
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010013275
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_20_29,2010013549
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010015137
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010015453
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010017143
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010003362
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010034185
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010020159
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010020220
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010022612
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010022623
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010037975
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010024135
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010010830
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010025371
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010011358
501502_bpcx501802_bpc.1,501502_bpcx501802_bpc.1__marks_30_39,2010012843
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_10_19,2010047626
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_10_19,2010018432
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_10_19,2010020401
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_10_19,2010037548
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_10_19,2010026518
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_10_19,2010013397
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010014116
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010014404
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010059735
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010048560
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010020368
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010022521
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010039326
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010055098
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010011558
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010011706
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010012955
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010013135
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010013273
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010013275
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010013549
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_20_29,2010013622
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010015453
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010015662
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010045717
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010017143
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010048071
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010034185
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010019918
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010020220
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010021148
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010022160
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010022612
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010022924
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010024135
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010010830
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010025371
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010011311
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_30_39,2010012843
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010000038
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010044124
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010045268
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010030929
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010017343
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010003355
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010003431
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010017962
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010018096
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010032613
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010019872
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010021740
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010022398
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010023040
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010009694
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010010214
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010010983
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010012197
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010012695
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010012748
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010012779
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010012791
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010013003
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010013034
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010013424
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010042864
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_40_49,2010028173
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_60_69,2010002852
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_60_69,2010022484
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_60_69,2010011731
501502_bpcx501903_mec.1,501502_bpcx501903_mec.1__marks_60_69,2010042868
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010047040
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010047626
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010020401
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_10_19,2010013397
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010059735
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010048560
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010063690
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010020368
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010051195
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010022521
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010055098
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010012955
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010013135
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010013275
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_20_29,2010013622
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010043545
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010000553
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010015137
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010044596
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010015453
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010015662
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010045717
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010005400
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010034185
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010019918
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010049796
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010020220
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010021738
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010022612
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010037975
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010024135
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010010830
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010025371
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010011311
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_30_39,2010012843
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010000038
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010044124
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010030929
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010017343
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010003355
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010003431
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010017962
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010019872
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010021740
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010022398
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010022893
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010023040
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010009694
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010024342
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010010214
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010010983
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010040444
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010012197
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010012695
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010012748
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010012779
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010012791
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010013003
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010013424
501502_bpcx501904_cec.1,501502_bpcx501904_cec.1__marks_40_49,2010042864
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_20_29,2010043563
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_20_29,2010011558
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_20_29,2010022521
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010024922
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010032357
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010025005
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010000553
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010011530
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010015137
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010015266
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010015378
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010015695
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010045236
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010030392
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010037975
501502_bpcx502004_cec.1,501502_bpcx502004_cec.1__marks_30_39,2010038293
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_10_19,2010004076
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_10_19,2010047626
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_10_19,2010050408
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_20_29,2010033022
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_20_29,2010011558
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_30_39,2010010675
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_30_39,2010015137
501502_bpcx502005_hec.1,501502_bpcx502005_hec.1__marks_30_39,2010010374
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_10_19,2010005957
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_10_19,2010020401
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_10_19,2010009789
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_10_19,2010026518
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_10_19,2010012882
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010014205
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010059735
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010045342
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010048560
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010020085
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010051195
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010039326
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010011558
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010012955
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010013135
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010013549
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_20_29,2010013622
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010015662
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010045717
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010017143
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010034185
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010019918
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010020220
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010022612
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010010830
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010011311
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010012843
501502_bpcx502101_mpc.1,501502_bpcx502101_mpc.1__marks_30_39,2010013381
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010045717
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010018329
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010019918
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010019963
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010020220
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010020516
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010022612
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010037975
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010024135
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010069522
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010010830
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010025371
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010011311
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_30_39,2010012843
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010000038
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010017343
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010003355
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010003431
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010017962
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010018096
501502_bpcx502102_bpc.1,501502_bpcx502102_bpc.1__marks_40_49,2010019872
